DateTime,news
8/27/2019,GRAPHIC-New projects for battery material nickel need a price spur
8/27/2019,EMX Royalty Provides an Update on the Queensland Gold Project in Australia
8/27/2019,Maritime Discovers New Gold Mineralization at Whisker Valley
8/27/2019,Gold gains on U.S-China trade uncertainty
8/27/2019,Solo Oil Plc : Result of Annual General Meeting
8/27/2019,RBC Global Asset Mg : Form 8.5 (EPT/NON-RI) Barrick Gold
8/27/2019,"Slash European stock holdings, Norway’s $1tn oil fund urged"
8/27/2019,Norway’s $1tn oil fund advised to cut European stock holdings
8/27/2019,Frontline's blast-hit oil tanker seen back in operation in Q4
8/27/2019,"Get Ready For Gold To Touch $1,800"
8/27/2019,Oil rises as hopes grow for U.S.-China trade breakthrough
8/27/2019,Oil rises as hopes grow for U.S.-China trade breakthrough
8/27/2019,India working to make cars run on cooking oil
8/27/2019,Oil Snaps Four-Day Drop As Trump Dials Down Trade War Rhetoric
8/27/2019,"2018 OPEC Net Export Revenues Highest Since 2013, But Likely to Decline - EIA"
8/27/2019,Ocean Power Sea Deployment of the PB3 PowerBuoy for Premier Oil
8/27/2019,Pembina Pipeline to Acquire Kinder Morgan’s Oil Assets for USD 3.3 Billion
8/27/2019,ECR Minerals plc : Progress Update - Creswick Gold Project Australia
,
8/27/2019,China Aluminium Producer Misses Coupon Payment on Dollar Bond
8/27/2019,China to Raise Import Tariffs on US Scrap Copper & Aluminum
8/27/2019,Kassym-Jomart Tokayev visits Zhezkazgan Copper Smelting Plant
8/27/2019,China Qianhai Mercantile Exchange Launches Copper Rod Trading
8/27/2019,Oil and Gas Devt Co : Discovery of Gas and Condensate at Togh Well # 01
8/27/2019,Brazilian Gold Rush Destroying Amazon Forests - Report
8/27/2019,Blackstone Identifies Multiple New Nickel Sulfide Targets at Ta Khoa Nickel Project
8/27/2019,SENET Takes on Definitive Feasibility Study for African Gold Group’s Kobada Project in Mali
8/27/2019,Woodside celebrates first oil at Greater Enfield
8/27/2019,Oil rises as U.S.-China trade comments calm markets
8/27/2019,Oil rises as U.S.-China trade comments calm markets
8/27/2019,METALS-Copper ticks up as trade war fears ease
8/27/2019,PRECIOUS-Gold steady as markets seek clarity on trade war direction
8/27/2019,Oil rises after Trump says China trade deal likely
8/27/2019,Lansdowne Oil & Gas : Barryroe Farm-Out Transaction Update
8/27/2019,METALS-Nickel on track to close above tin for the 1st time in 9 yrs
8/27/2019,Diversified Gas &Oil : Acquisition of Natural Gas Gathering Systems
8/27/2019,Solo Oil Plc : AGM Presentation
8/27/2019,JPMorgan Sec.Plc : Form 8.5 (EPT/RI)- Barrick Gold Corporation
8/27/2019,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI)- Barrick Gold Corporation
8/27/2019,Oil rises after Trump says China trade deal likely
8/27/2019,"Silver prices will outperform gold in this cycle, it’s just a matter of time"
8/27/2019,Economic fears push Aussie gold price to new heights
8/27/2019,Silver ETF (DBS) Hits New 52-Week High
8/26/2019,New Permian pipeline startup splits WTI Midland market -traders
8/26/2019,"Long-gold position to pay off as UBS sees metal at $1,650 in 12 months"
8/26/2019,Bull run: Gold soars to six-year high as jittery investors seek safety
8/26/2019,Oil falls 1% as U.S.-Iran optimism faces U.S.-China trade deal hopes
8/26/2019,"Gold, silver gain on safe-haven, technical buying"
8/26/2019,UPDATE 1-Plains All American to remove steel tariff surcharge on Cactus II oil pipeline
8/26/2019,Oil falls as U.S.-Iran optimism faces U.S.-China trade deal hopes
8/26/2019,Oil falls as U.S.-Iran optimism faces U.S.-China trade deal hopes
8/27/2019,Premier Oil scores 88Energy Project Icewine farmout
8/27/2019,Gold little changed as traders seek clarity on trade war direction
,
8/26/2019,Oil falls 1% as U.S.-Iran optimism faces U.S.-China trade deal hopes
8/26/2019,Gold Set to Correct but Internals Remain Bullish
8/26/2019,Trump's days are numbered:  gold primed - here we go!
8/26/2019,U.S. oil futures settle lower for a 4th straight session
8/26/2019,"Oct. WTI oil loses 53 cents, or 1%, to settle at $53.64/bbl"
8/26/2019,IBM’s quantum-resistant magnetic tape storage is not actually snake oil
,
8/26/2019,"PRECIOUS-Gold scales over 6-year peak on heightened trade, economic risks"
8/26/2019,"Kenya exports first oil shipment, amid high expectations"
8/26/2019,5 Reasons This Beaten-Down Oil Stock Believes It's Heading in the Right Direction
8/26/2019,Plains All American to remove steel tariff surcharge on Cactus II oil pipeline
8/26/2019,"SWOT Analysis: Inflows Into Gold ETFs Hit 1,000 Metric Tons"
8/26/2019,WTI oil futures turn slightly lower on Nymex
8/26/2019,"Oct. WTI oil down 23 cents, or 0.4%, at $53.94/bbl"
8/26/2019,Palamina Extends Mineralized Footprint at the Coasa Gold Project in Peru
8/26/2019,Silver to remain in gold's shadow in 2020 — ABN Amro
8/26/2019,Fortescue downplays Chinese iron ore 'volatility' fears
8/26/2019,"Gold could be heading towards $1,600 on U.S.-China tensions: FXTM"
8/26/2019,India's trade ministry recommends import tax hike on Malaysian refined palm oil
8/26/2019,CANADA STOCKS-TSX rises at open as higher oil prices lift energy stocks
8/26/2019,Oil services firm TechnipFMC to split into two publicly traded companies
8/26/2019,Oil steadies as U.S.-Iran optimism faces U.S.-China trade deal hopes
8/26/2019,Oil steadies as U.S.-Iran optimism faces U.S.-China trade deal hopes
8/26/2019,"Gold scales over six-year peak on heightened trade, economic risks"
8/26/2019,"PRECIOUS-Gold scales over 6-yr peak on heightened trade, economic risks"
8/26/2019,Aussie gold production hits record highs again
8/26/2019,"BP, Chevron among approved bidders for Brazil October oil auction- ANP"
8/26/2019,Is Kirkland Lake Gold (KL) Outperforming Other Basic Materials Stocks This Year?
8/26/2019,"Metals Stocks: Gold settles with a loss as U.S., China attempt to steer down trade tensions"
8/26/2019,Drillers in Permian & DJ-Niobrara Basins Remove Oil Rigs
8/26/2019,Bullish EIA Data Unable to Stop Natural Gas Price Slump
8/26/2019,"Gold, silver prices hit new yearly highs on geopolitical concerns"
8/26/2019,Gold Glitters on US-China Trade War Jitters: 6 Top Picks
8/26/2019,Gold prices steady as U.S. durable-goods beat expectations
8/26/2019,Gold and equities see huge reversal overnight
8/26/2019,Futures Movers: Oil gives up earlier gains to end lower on trade dispute-related volatility
8/26/2019,South Sudan Makes Minor Oil Discovery - Mr Chuang
8/26/2019,Court Affirms Alternative Keystone XL Oil Pipeline Route via Nebraska - Report
8/26/2019,BP Plans End-August Maintenance at Germany's Scholven Oil Refinery
8/26/2019,GBTC ‘Drop Gold’ Campaign Perfectly Called Gold Price Bottom
,
8/26/2019,"Gold breaches $1,550 mark for first time in over six years on trade jitters"
8/26/2019,"Quaterra Announces Commencement of Copper-Gold Exploration Program at Groundhog Prospect, Alaska"
8/26/2019,India's trade ministry recommends 5% import tax hike on refined palm oil from Malaysia
8/26/2019,Korean man detained in India for smuggling gold
8/26/2019,Malaysia hopes to pay for military equipment with palm oil
8/26/2019,The United States Tends to Produce Lighter Crude Oil and Import Heavier Crude Oil - EIA
8/26/2019,India’s Crude Oil Production Fell 4.4% in July 2019
8/26/2019,"US, China Downside Risks to Oil Prices as Trade War Escalates - Barclays"
8/26/2019,"India’s FreshToHome raises $20M to grow its fish, meat, vegetable, and milk e-commerce platform"
8/26/2019,China's Places First-Time Tariff on US Crude
8/26/2019,Iran sells oil from tanker released by Gibraltar
8/26/2019,"Caught in tariff war, Sinopec seeks waiver for imported U.S. oil: sources"
8/26/2019,Iran says it has sold oil from tanker released by Gibraltar
8/26/2019,Firm Accused of Touting ‘Snake Oil Crypto’ Sues Conference Organizers
8/26/2019,India’s Natural Gas Production Growth Flat in July 2019
,
8/26/2019,Will Eldorado Gold Continue to Surge Higher?
8/26/2019,Iran sells oil from tanker released by Gibraltar
8/26/2019,Oil rises on hopes of easing U.S.-China trade tension
8/26/2019,Oil rises on hopes of easing U.S.-China trade tension
8/26/2019,"Gold prunes gains on reconciliatory trade comments, profit-booking"
8/26/2019,Iran says oil aboard tanker pursed by US sold; buyer unnamed
8/26/2019,Antofagasta Confident of Approval for USD Billion Minnesota Copper Mine
8/26/2019,China Molybdenum's Giant Congo Copper Mine is Losing Money
8/26/2019,Iran says oil aboard tanker pursed by US sold; buyer unnamed
,
8/26/2019,US-China trade fears send gold prices to record highs
8/26/2019,METALS-Shanghai copper drops to 3-week low as trade war escalates
8/26/2019,Frontline Acquire 10 Oil Tankers from Trafigura for USD 675 Million
8/26/2019,Gold at over 6-year peak as trade war escalation sparks safe-haven rush
8/26/2019,PMO Raps Road Ministry for Reckless Highway Expansion
8/26/2019,China Hongqiao Slashes 2019 Aluminium Output Guidance
8/26/2019,Glencore & Trafigura Pick up Aluminium in Qingdao Court Auctions
8/26/2019,Shanghai Aluminium Rattled by Reports of Smelter Outages - Andy Home
8/26/2019,Jubilee Metal Completes Acquisition of Sable Zinc Refinery in Kabwe
8/26/2019,Sec 144 clamped in Vedanta Aluminium
8/26/2019,Oil falls as trade war raises recession fears
8/26/2019,"GRAINS-Soybeans rebound from 3-week low, fresh round of China tariffs cap gains"
8/26/2019,METALS-Shanghai copper hits 3-week low as trade war escalates
8/26/2019,Oil down nearly 2% as trade war shakes confidence
8/26/2019,Oil drops as recession risks mount with trade war tariffs
8/26/2019,Oil drops as recession risks mount with trade war tariffs
8/26/2019,US Steel to Idle East Chicago Indiana Tin Mill
8/26/2019,Gold at over six-year peak as trade war escalation sparks safe-haven rush
8/26/2019,"India gold futures jump to record, silver at three-year high"
8/26/2019,US government picks preferred Alaska oil development plan
8/26/2019,Oil falls as trade war raises recession fears
8/26/2019,India plans extra tax on vegetable oil imports to boost domestic output: sources
8/26/2019,METALS-Shanghai copper falls to 3-week low on new U.S.-China tariffs
8/26/2019,Australian miner Fortescue’s profits soar as iron ore prices surge
8/26/2019,Fortescue profit surges on higher iron ore prices
8/26/2019,'Twiggy' Forrest's $1.24b day: Mining magnate cashes in as Fortescue pays record dividend
8/26/2019,Australian gold output hits all-time high
8/26/2019,RPT-China Hongqiao slashes 2019 aluminium output guidance; H1 profits surge
8/25/2019,"Exclusive: Iran says it will not negotiate missile work, wants to export more oil"
8/25/2019,3 Reasons I Just Bought This Oil Stock
8/25/2019,Why oil price swings won't burn America's economy or your 401(k)
8/24/2019,Coffee growers help reforest Mozambique's Mount Gorongosa
,
8/25/2019,Iranian oil tanker changes course to Turkey
8/25/2019,Trafigura wins second copper auction in Qingdao sales
8/25/2019,This Oil Stock's Ambition Is to Become an Attractive Dividend Stock
8/24/2019,Japanese utilities start selling uranium fuel into depressed market
8/24/2019,This Natural Gas Stock Has a Weird Solution to Its Current Problem
8/24/2019,How to Invest in Gold Mining Stocks
8/24/2019,"Olympic gold medalists Lindsey Vonn, PK Subban engaged"
8/24/2019,Coffee growers help reforest Mozambique’s Mount Gorongosa
8/24/2019,Iranian oil tanker pursued by US says it is going to Turkey
8/24/2019,"Gold soars 2% after Powell speech, Trump tweets"
8/24/2019,App looks to get tips from coffee drinkers to Colombia growers
8/24/2019,"China to raise import tariffs on U.S. scrap copper, aluminum from December 15"
8/24/2019,"Gold bull wave: ""this is where the gains really happen"""
8/24/2019,Trade war heating up “exponentially”; gold to see tailwinds
8/23/2019,"Gold gets uber boost by China enemy talk, accommodative Fed"
8/23/2019,Here's Why Oil and Gas Stocks Are Getting Crushed Today
8/23/2019,"U.S. oil futures drop, post a more than 1% loss for the week"
8/23/2019,"Northam Platinum clocks record revenues, weighs stock re-purchase"
8/23/2019,WTI oil futures lose more than 1% for the week
8/23/2019,"Oct. WTI oil down $1.18, or 2.1%, to settle at $54.17/bbl"
8/23/2019,UPDATE 3-Court affirms alternative Keystone XL oil pipeline route through Nebraska
8/24/2019,Iranian oil tanker changes course to Turkey
,
8/23/2019,UPDATE 11-Oil prices slide as U.S.-China trade war escalates
8/23/2019,Gold and Treasuries surge as the escalating trade war sends investors fleeing from the stock market
8/23/2019,"Global stocks and oil fall, yen rallies as Trump threatens to further escalate China trade war"
8/23/2019,Eric Sprott Announces Holdings in Klondike Gold Corp
8/23/2019,"China tariffs on U.S. oil to pressure exports, Gulf Coast prices: traders"
8/23/2019,"Stocks and oil fall, yen rallies as Trump threatens to further escalate China trade war"
8/23/2019,"GLOBAL MARKETS-Stocks and oil fall, yen rallies as Trump threatens to further escalate China trade war"
8/23/2019,"Oil spills into U.S.-China trade war, prices slump"
8/23/2019,Oil prices slide as U.S.-China trade war escalates
8/23/2019,UPDATE 10-Oil prices slide as U.S.-China trade war escalates
8/23/2019,Gold futures post a gain for a 4th week in a row
8/23/2019,Oil prices slide over 2% as U.S.-China trade war escalates
8/23/2019,Oil prices slide over 2% as U.S.-China trade war escalates
8/23/2019,UPDATE 9-Oil prices slide over 2% as U.S.-China trade war escalates
8/23/2019,U.S. oil rig count at Jan 2018 low in deepest cut since April -Baker Hughes
8/23/2019,Baker Hughes data reveal the biggest weekly drop in the U.S. oil-rig count since April
8/23/2019,"Oil dragged into U.S.-China trade war, prices slump"
8/23/2019,Commodities Corner: Oil prices may drop back toward the year’s lows near $50 a barrel
8/23/2019,U.S. weekly active oil-rig count drops by 16 to 754: Baker Hughes
8/23/2019,UPDATE 2-Court affirms alternative Keystone XL oil pipeline route through Nebraska
8/23/2019,Oil prices slide 3% as U.S.-China trade war escalates
8/23/2019,Oil prices slides 3% as U.S.-China trade war escalates
,
8/23/2019,Last week of August could rock gold prices as markets watch Trump's response to China
8/23/2019,"Gold bulls boosted by Chinese tariffs, Fed"
8/23/2019,"Oil dragged into U.S.-China trade war, prices slump"
8/23/2019,"Stocks and oil fall, yen rallies as Trump threatens counter to China tariffs"
8/23/2019,"Global stocks and oil fall, yen rallies as Trump threatens counter to China tariffs"
8/23/2019,"GLOBAL MARKETS-Stocks and oil fall, yen rallies as Trump threatens counter to China tariffs"
,
8/23/2019,UPDATE 8-Oil prices slides 3% as U.S.-China trade war escalates
8/23/2019,UPDATE 1-Court affirms alternative Keystone XL oil pipeline route through Nebraska
8/23/2019,Gold prices sharply up as U.S.-China trade war escalates; U.S. dollar backs off; traders unnerved
8/23/2019,Gold holding moderate gains after remarks from Fed Chairman Powell
8/23/2019,'No signs of stopping': Iron ore prices slump to multi-month lows
8/23/2019,Nebraska court affirms Keystone XL oil pipeline route through the state
8/23/2019,Gold prices holding steady as Powell provides little guidance on monetary policy
8/23/2019,App looks to get tips from coffee drinkers to Colombia growers
8/23/2019,"U.S. New Home Sales disappoint, gold prices near daily highs"
8/23/2019,"Mexico president says new oil contracts depend on output, investment"
8/23/2019,Oil prices slide as U.S.-China trade war escalates
8/23/2019,UPDATE 6-Oil prices slide as U.S.-China trade war escalates
8/23/2019,"Sheriff sees incident at coffee shop, calls police"
8/23/2019,"Fin24.com | China hits US with higher tariffs on soybeans, cars, oil"
8/23/2019,Oil slides as China hits US with new tariffs
8/23/2019,Oil slides as China hits US with new tariffs
8/23/2019,Oil slides as China hits US with new tariffs
8/23/2019,UPDATE 7-Oil prices slide as U.S.-China trade war escalates
8/23/2019,Gold price dip tempts some buyers in Asia
8/23/2019,"Futures Movers: Oil drops, sending U.S. prices down by more than 1% for the week"
,
8/23/2019,Gold to remain supported as U.S. yields are on downward trajectory: TD Securities
8/23/2019,October Brent crude down 2.1% at $58.64 a barrel
8/23/2019,Nymex October WTI crude-oil futures down 3.2% at $53.62 a barrel
8/23/2019,Oil down sharply after China tariff announcement
8/23/2019,"Arcwest Exploration Inc. Provides Exploration Update on its Eagle and Sparrowhawk Porphyry Projects, Central B.C. and Stakes Newly Discovered Porphyry Copper Prospect"
8/23/2019,Gold prices move up as China retaliates on trade; Powell speech awaited
8/23/2019,Costa Coffee franchise workers 'not treated like humans'
8/23/2019,"Zacks.com featured highlights include: Kinross Gold, Hallmark Financial, Quarterhill, Sunny Optical and Monotype Imaging"
8/23/2019,Oil price steadies as markets await Fed steer
8/23/2019,UPDATE 4-Oil price steadies as markets await Fed steer
8/23/2019,"Nornickel Palladium Fund to Buy up to 500,000 oz in 2019"
8/23/2019,Galileo Resources to Apply for Mining Permit for Zambia zinc project
8/23/2019,China Hongqiao slashes 2019 aluminium output guidance; H1 profits surge
8/23/2019,Metals Stocks: Gold rallies back to highest finish since 2013 as U.S.-China trade fight sparks haven bid
8/23/2019,UPDATE 5-Oil price dips as markets await Fed steer
8/23/2019,Gold set for worst week in nearly 5 months; Powell's speech in focus
8/23/2019,"Like Equities, Gold is waiting for the FED"
8/23/2019,Will Harmony Gold Continue to Surge Higher?
8/23/2019,Oil and Gas Devt Co : DISCOVERY OF OIL AND GAS AT MAKORI WELL #2
8/23/2019,Gold Bullion Secs : Issue of Gold Bullion Securities Limited
8/23/2019,Europa Oil & Gas (Holdings : Holding(s) in Company
8/23/2019,Oil Heads For Back-to-Back Weekly Gain On Hints Of Trade Thaw
8/23/2019,Kazakhstan Jan to July Refined Copper Production Update
8/23/2019,UPDATE 3-Oil prices steadies as markets await Fed steer
8/23/2019,JPMorgan AG : Form 8.5 (EPT/NON-RI) - Barrick Gold Corporation
8/23/2019,Glencore & BP Stuck with Tainted Russian Crude Oil - Sources
8/23/2019,Fin24.com | Markets LIVE: Oil heads for second weekly increase before Fed chair’s speech
8/23/2019,"UPDATE 1-Glencore, Trafigura pick up aluminium in Qingdao court auctions"
8/23/2019,OPEC Revenues Fact Sheet - EIA
8/23/2019,"Glencore, Trafigura pick up aluminium in Qingdao court auctions"
8/23/2019,US accuses China of ‘coercion’ over Vietnam offshore oil
8/23/2019,JKX Oil & Gas PLC : Directorate Changes
8/23/2019,Montecargo to Ship Iron Ore for HBIS Group Serbia
,
8/23/2019,Exclusive: Japanese utilities start selling uranium fuel into depressed market
8/23/2019,Asian refiner profits hammered by free-fall in fuel oil margins
8/23/2019,"Oil prices nudge higher, eyes on speech by Fed chair"
8/23/2019,Mineral Resources Makes Superior Bid for Cazaly’s Parker Range Iron Ore Project
8/23/2019,Iranian Iron Ore Concentrate Output Exceeds 15 Million Tonne in 4 Months - Report
8/23/2019,Hawkeye Gold Receives Drilling Permit for McBride Property
8/23/2019,VR Resources Discovers Large Gravity Anomaly at its Ranoke Copper-Gold Property in Ontario
,
8/23/2019,Jersey Oil & Gas PLC : 31st Supplementary Offshore Licensing Round
8/23/2019,Union Jack Oil PLC : West Newton A-2 Update
8/23/2019,Gold set for worst week in about five months; Powell's speech in focus
8/23/2019,Oil prices creep up ahead of speech by Fed chair
8/23/2019,"RPT-Rosneft becomes top Venezuelan oil trader, helping offset U.S. pressure"
8/23/2019,Bearish US forecast sows seeds of doubt in corn market
8/23/2019,Bearish US forecast sows seeds of doubt in corn market
8/23/2019,Oil prices eke out small gains ahead of Fed Chair speech
8/23/2019,The Wall Street Journal: Sen. Tom Cotton says buying Greenland was his idea first
8/22/2019,Golden Goliath Channel Samples 4.28 g/t Gold over 3 Meters and Initiates Phase 2 Work on the Wish Ore Property
8/22/2019,Pure Nickel Announces the Entering into of an Investment Agreement with Eric Sprott for a Three Million Dollar Investment in Support of a Proposed Merger with Explor Resources
8/22/2019,"Oct. WTI crude oil loses 33 cents, or 0.6%, to settle at $55.35/bbl"
8/23/2019,Clive Palmer's bid to end Queensland Nickel trial rejected
8/23/2019,Gold Fields committed to Gruyere despite offloading Gold Road stake
8/23/2019,Cramer: Skip oil — the sector is 'a true house of pain'
8/22/2019,Hi Ho Silver Resources Receives Cease Trade Order
8/22/2019,Barrick Gold Corporation (GOLD) Q2 2019 Earnings Call Transcript
8/22/2019,"Hold Some But Not Too Much Gold, Says Wells Fargo"
8/22/2019,Russia's President Putin Cancels VAT on Gold and Other Precious Metals Investments
8/22/2019,Teck's Quebrada Blanca copper mine in Chile fined for environmental violations
8/22/2019,Gold futures finish at their lowest in nearly 2 weeks
8/22/2019,Gold Weaker on Worries Federal Reserve Not So Easy
8/22/2019,China buys U.S. soybeans after declaring ban on American farm goods
8/22/2019,Oil eases as Fed's Jackson Hole meeting gets underway
8/22/2019,The Tell: The global economy may be facing its ‘Minsky moment’ of excessive debt — and that is great for gold prices
8/22/2019,Oil eases as Fed's Jackson Hole meeting gets underway
8/22/2019,"Bakken oil pipeline flows hit 6-month high as rail to East Coast drops -data, sources"
8/22/2019,Oil eases as Jackson Hole meeting gets underway
8/22/2019,Oil eases as Jackson Hole meeting gets underway
8/22/2019,Gold ETF Inflows Hits 6-Year High: How to Go Long
8/22/2019,"Gold slips, investors await clarity on Fed policy"
8/22/2019,Gold Prices See Small Bounce Following Disappointing Flash U.S. PMI Data
8/22/2019,Futures Movers: Oil ends lower as demand worries pressure prices
8/22/2019,"FOMC Minutes Point to Gold Bull Trend Moving Prices to $1,600: MKS PAMP Group"
8/22/2019,Hardy Oil & Gas : Annual Report and Notice of Annual General Meeting
8/22/2019,"Corrected: Gold slips, investors await clarity on Fed policy"
,
8/22/2019,Here's what this analyst says is holding oil prices steady
8/22/2019,CORRECTED-U.S. lawmakers say tariffs on EU olive oil pit Trump trade policy against demand
8/22/2019,Gold Ahead of Jackson Hole - Dennis Gartman
8/22/2019,This Top Hedge Fund Makes Gold Its No. 1 Holding Amid Recession Fears
8/22/2019,China buys U.S. soybeans after declaring ban on American farm goods
8/22/2019,Natural-gas prices edge up after the EIA reports a slightly smaller-than-expected rise in U.S. supply
8/22/2019,"Rosneft becomes top Venezuelan oil trader, helping offset U.S. pressure"
8/22/2019,"Rosneft becomes top Venezuelan oil trader, helping offset U.S. pressure"
,
8/22/2019,"Minaurum Drills More High-Grade at Alamos Including 3.8 m of 415 g/t Silver, 2.68 g/t Gold, and 16.75% Base Metals"
8/22/2019,Metals Stocks: Gold posts lowest finish in nearly 2 weeks as bond yields climb
8/22/2019,Gold Price Near Daily Lows as U.S. Weekly Jobless Claims Surprise on the Upside
8/22/2019,Klaipedos Nafta : Regarding Allocation of Liquefied Natural Gas Terminal Capacities
8/22/2019,"Gold, Silver Prices Down; Jackson Hole On Deck"
8/22/2019,RBC Capital Markets : Form 8.5 (EPT/NON-RI) Barrick Gold
8/22/2019,Desert Gold Completes Acquisition of Ashanti Gold Corp.
8/22/2019,Seabridge Gold Reports on Exercise of Private Placee Option for Proceeds of $3.4 Million
8/22/2019,West African oil hits sweet spot as shipping upgrades to cleaner fuel
8/22/2019,Aurania Refines Its Newly Discovered Apai Gold-Silver Target in Southeastern Ecuador
8/22/2019,"Oil rises further above $60, Jackson Hole summit in focus"
8/22/2019,Asia Coffee: Vietnam market dull on thin supply; trade picks up in Indonesia
8/22/2019,"Gold eases, investors await clarity on Fed policy"
8/22/2019,Rise Gold Appoints Lawrence Lepard to Board of Directors
8/22/2019,Lumina Gold Joined The Stock Day Podcast to Discuss The Incredible Potential of Their Project in Ecuador
8/22/2019,"Dunnedin Trenches 0.89% Copper Over 46.0 m and 3.26 g/t Gold Over 7.0 m at MPD Copper-Gold Porphyry Project, Southern British Columbia"
8/22/2019,"Oil rises further above $60, Jackson Hole summit in focus"
8/22/2019,Japan Gold closes oversubscribed $7.14 million Non-Brokered Private Placement
8/22/2019,"Premier Oil shares jump on higher profits, Zama stake disposal"
8/22/2019,Zomato hits roadblocks in India as restaurants lose appetite for gold
8/22/2019,Power Metal : Katoro Gold Update
8/22/2019,JPMorgan Sec.Plc : Form 8.5 (EPT/RI) - Barrick Gold Corporation
8/22/2019,"Oil steadies above $60, Jackson Hole summit in focus"
8/22/2019,"Oil steadies above $60, Jackson Hole summit in focus"
8/22/2019,"Bitcoin Price ‘Will Never Hit $50K,’ Gold Bug Peter Schiff Tells Tom Lee"
8/22/2019,August 22 E-Auction Gets 13 Bidders for Iron Ore - Mr Apte
,
8/22/2019,"Gold edges lower, focus on Jackson Hole summit for rate-cut direction"
8/22/2019,New Light Oil Discovery in the Barents Sea by Equinor
8/22/2019,Russian may Give Transneft Control of All Oil Intake Terminals - Report
8/22/2019,The US Leads Global Petroleum and Natural Gas Production with Record Growth in 2018
8/22/2019,Premier Oil to upgrade Catcher oilfield reserves again - CEO
8/22/2019,Colorado Resources Completes Acquisition of Buckingham Copper
8/22/2019,KN Klaipeda Oil Terminal Berths to Undergo Reconstruction
8/22/2019,Antofagasta confident of approval for Minnesota copper mine
8/22/2019,Oil prices fall on economic worries after U.S. fuel stocks climb
8/22/2019,Premier Oil to sell stake in Mexico project amid cost-cutting drive
8/22/2019,Falcon Oil & Gas Ltd. : Falcon Oil & Gas Ltd. - Kyalla 117 N2 Horizontal Appraisal Well EMP Approved
8/22/2019,Fin24.com | Markets LIVE: Investors hoard most gold in ETFs in six years
8/22/2019,Universal Copper Announces 2019 Drilling on Poplar Property
8/22/2019,Nexus Gold Announces Corporate Update
,
8/22/2019,Oil prices fall on economic worries after U.S. fuel stocks climb
8/22/2019,Explosion Shutters Xinjiang Xinfa Aluminium Plant
8/22/2019,RMI and ICA Partner to Advance Responsible Copper Production and Trade
8/22/2019,Norilsk Nickel Reports H1 of 2019 Consolidated Financial Results
8/22/2019,Siemens to Upgrade Hindustan Zinc Power Assets
8/22/2019,Press Metal Aluminium Announces Q2 Results
8/22/2019,Numis Securities Ltd : Form 8.5 (EPT/RI) - Nostrum Oil and Gas plc
8/22/2019,Oil dips amid economic concerns after U.S. fuel stocks build
8/22/2019,"Gold steady, focus on Jackson Hole summit for rate-cut direction"
8/22/2019,Indians pawning the family gold amid credit crunch
8/22/2019,Oil dips amid economic concerns after U.S. fuel stocks build
8/22/2019,UPDATE 2-Profit slumps at Australia's South32 as trade war hits aluminium prices
8/22/2019,How Brazil and Vietnam are tightening their grip on the world's coffee
8/22/2019,"Oil inches higher after U.S. crude stocks drawdown, economic worries weigh"
8/22/2019,"Oil inches higher after U.S. crude stocks drawdown, economic worries weigh"
8/22/2019,Chesapeake Energy Plans to Continue Betting Big on Oil
8/21/2019,Illinois corn yields seen below average but improve as tour scouts go West
8/21/2019,"ALX Uranium Corp. Announces Option Extension for Claims at the Newnham Lake Uranium Project, Athabasca Basin, Saskatchewan"
8/21/2019,Oil steadies as U.S. crude stocks draw but fuel inventories rise
8/21/2019,Alberta's smaller oil producers eye output boost after curbs lifted
8/21/2019,5 Most Important Countries To Watch For Oil Markets
8/22/2019,Hardman & Co Research : Phoenix Copper Ltd (PXC): First stage in potential world-class copper mine
8/22/2019,US Oil Firms ConocoPhillips & Encana Challenge Pipeline Surcharge for Steel Tariff
8/22/2019,Eland Oil & Gas PLC : Transaction in Own Shares
8/22/2019,Premier Oil PLC : Half-Year Results
8/22/2019,Katoro Gold PLC : Potential Disposal of Imweru Gold Project
8/22/2019,Oil prices rise after U.S. crude stocks draw
8/22/2019,Oil prices rise after U.S. crude stocks draw
8/22/2019,Mount Gibson reaps the benefits of iron ore price surge
8/22/2019,Gold Interest Is Spiking
8/22/2019,"The Next Bull Cycle Has Barely Begun; $3,000 Gold Price May Be Target"
8/22/2019,Feds Greenlight Ontario Gold Mine
8/21/2019,Structural Market Uncertainty Will Underpin Gold Demand - WGC
8/21/2019,"Oct. WTI oil settles at $55.68/bbl, down 45 cents, or 0.8%"
8/21/2019,"Gold ends flat, then moves lower in electronic trade after Fed minutes"
8/21/2019,Cryptos: Here’s what bitcoin’s relationship with the stock market and gold looks like over the past 90 days
8/21/2019,"Gold Price Risks: 'Extremely Extended' Positioning, Powell at Jackson Hole - TD Securities"
8/21/2019,Gold Prices Holding Steady Following Minutes Of July Federal Reserve Meeting
8/21/2019,"Bitcoin Could Follow Gold Fractal With 44% Drop to Under $7,000"
8/21/2019,Where Is Gold Headed Next Week? VOTE NOW!
8/21/2019,Oct. WTI crude trades at $56.62/bbl on Nymex vs. $56.77 before supply data
8/21/2019,CANADA STOCKS-TSX gains as energy shares rise on higher oil prices
8/22/2019,Ariana Resources PLC : SALINBAS GOLD PROJECT UPDATE
8/22/2019,Galantas Gold Corp : GALANTAS CLOSES PRIVATE PLACEMENT
,
8/21/2019,UPDATE 1-Alberta's smaller oil producers eye output boost after curbs lifted
